question,paragraph,answer
Đất nước có sân vận động De Kuip là quốc gia tại châu lục nào?,"Sân vận động Feijenoord (tiếng Hà Lan: Stadion Feijenoord, phát âm [ˌstaːdijɔn ˈfɛiənoːrt]), thường được biết đến nhiều hơn với biệt danh De Kuip (phát âm [də ˈkœyp]), là một sân vận động ở Rotterdam, Hà Lan. Hà Lan hay Hòa Lan (tiếng Hà Lan: Nederland [ˈneːdərˌlɑnt]  ( nghe)) là một quốc gia tại Tây Âu.",Châu Âu
Ireland gia nhập EEC năm nào,"Ireland trở thành một thành viên của Liên Hiệp Quốc vào tháng 12 năm 1955 , gia nhập Cộng đồng Kinh tế châu Âu ( EEC ) vào năm 1973 .",năm 1973
Ai cùng với Alexander Fleming giành giải Nobel Sinh lý học hoặc Y học năm 1945 là một nhà dược lý học và bệnh học người Úc?,"Khám phá nổi tiếng nhất của ông là enzyme lysozyme vào năm 1923 và chất kháng sinh có hiệu quả rộng rãi đầu tiên trên thế giới benzylpenicillin (Penicillin G) từ nấm mốc Penicillium rubens vào năm 1928, nhờ đó ông đã được trao giải Nobel Sinh lý học hoặc Y học năm 1945 cùng với Ernst Boris Chain và Howard Walter Florey. Howard Walter Florey, Nam tước Florey (24 tháng 9 năm 1898 - 21 tháng 2 năm 1968) là một nhà dược lý học và bệnh học người Úc.",Howard Walter Florey
Tạp chí nào của ASCII Media Works phát hành đều đặn vào ngày thứ 30 hàng tháng?,"ASCII Media Works nổi tiếng nhờ thương hiệu tạp chí và sách của họ, Dengeki (電撃, Dengeki), trong đó bao gồm nhiều tạp chí nổi tiếng như Dengeki Daioh và Dengeki G's Magazine, cùng với ấn hiệu light novel chính của công ty là Dengeki Bunko. Dengeki G's Magazine (電撃G's magazine, Dengeki G's Magazine) là một tạp chí Nhật Bản ấn hành bởi ASCII Media Works (trước đây là MediaWorks) và phát hành đều đặn vào ngày thứ 30 hàng tháng, thông tin chủ yếu là về bishōjo game, nhưng cũng có một số trang dành cho anime dựa trên bishōjo games, đồng thời đăng manga và light novel cũng chuyển thể từ các trò chơi cùng loại.",Dengeki G's Magazine
Đất nước có tỷ lệ người Công giáo trong tổng dân số xếp thứ năm ở châu Á,"Với gần 8% , Việt Nam là quốc gia có tỷ lệ người Công giáo trong tổng dân số xếp thứ năm ở châu Á ( sau Đông Timor , Philippines , Liban và Hàn Quốc ) .",Việt Nam
Giải bóng đá đội bóng Huddersfield Town A.F.C. thi đấu ở mùa giải 2019-20 thường được gọi ngắn gọn là gì?,"Câu lạc bộ thi đấu tại EFL Championship mùa giải 2019-20, sau phải xuống hạng từ Giải bóng đá Ngoại hạng Anh 2018-19. English Football League Championship (thường được gọi ngắn gọn là Championship hoặc Sky Bet Championship vì lý do tài trợ) là hạng đấu cao nhất của English Football League (EFL) và là hạng đấu cao thứ nhì của Hệ thống các giải bóng đá ở Anh chỉ sau Premier League.",Championship hoặc Sky Bet Championship
Giải bóng đá mà câu lạc bộ Wolverhampton Wanderers F.C. hiện đang chơi có đa số các trận đấu được diễn ra vào các ngày Thứ Bảy và Chủ Nhật trong tuần phải không?,"Câu lạc bộ bóng đá Wolverhampton Wanderers là một câu lạc bộ bóng đá chuyên nghiệp có trụ sở tại Wolverhampton, vùng West Midlands của Anh và hiện đang chơi ở Premier League. Đa số các trận đấu được diễn ra vào chiều Thứ Bảy và Chủ Nhật.",đúng
Quê hương của Trạng Trình ở tỉnh nào,Lý Học là quê hương của Trạng trình Nguyễn Bỉnh Khiêm.,Lý Học
Đất nước của Pablo Javier Zabaleta Girod là quốc gia lớn thứ hai ở lục địa Nam Mỹ phải không?,"Pablo Javier Zabaleta Girod (sinh 16 tháng 1 năm 1985) là một cựu cầu thủ bóng đá chuyên nghiệp người Argentina đã giải nghệ. Argentina (phiên âm tiếng Việt: Ác-hen-ti-na, phát âm [aɾxenˈtina]), tên gọi chính thức là Cộng hòa Argentina (tiếng Tây Ban Nha: República de argentina) là quốc gia lớn thứ hai ở lục địa Nam Mỹ theo diện tích, chỉ sau Brasil.",đúng
"Nhóm nhạc có ca khúc ""Come Together"" có biệt danh là ""Fab Four"" phải không?","""Come Together"" là ca khúc của The Beatles do John Lennon viết chính và Lennon-McCartney hoàn thành. Khi sự nổi tiếng của họ ngày càng trở nên cuồng nhiệt với cộng đồng người hâm mộ được mệnh danh là ""Beatlemania"", ban nhạc được đặt cho biệt danh ""Fab Four"" (Tứ quái), với Epstein, Martin và các người khác trong đoàn quản lý của ban nhạc đôi khi được đặt cho danh hiệu không chính thức là ""Beatle thứ năm"".",đúng
"Giải thưởng nào John Howard Northrop đã nhận là một giải thưởng của Viện hàn lâm Khoa học đất nước Hoa Kỳ dành cho ""công trình nghiên cứu xuất sắc trong Động vật học và Cổ sinh vật học trong thời gian từ 3 tới 5 năm qua""?","Ngoài ra, Northrop còn giành Huy chương Daniel Giraud Elliot vào 7 năm trước đó, năm 1939. Huy chương Daniel Giraud Elliot là một giải thưởng của Viện hàn lâm Khoa học quốc gia Hoa Kỳ dành cho  ""công trình nghiên cứu xuất sắc trong Động vật học và Cổ sinh vật học trong thời gian từ 3 tới 5 năm qua"".",Huy chương Daniel Giraud Elliot
México giáp với những đất nước nào,"México giáp với Hoa Kỳ về phía bắc , giáp với Guatemala và Belize về phía đông nam , giáp với Thái Bình Dương về phía tây và tây nam , giáp với vịnh México về phía đông .","México giáp với Hoa Kỳ về phía bắc , giáp với Guatemala và Belize về phía đông nam , giáp với Thái Bình Dương về phía tây và tây nam , giáp với vịnh México về phía đông"
Quê hương của nhà hoá học Paul Karrer có tên đầy đủ là Liên bang Thụy Sĩ phải không?,"Giải này được thưởng chung với Paul Karrer, nhà hóa học người Thụy Sĩ về công trình nghiên cứu các vitamin khác của ông ta. Thụy Sĩ (còn được viết là Thuỵ Sỹ), tên đầy đủ là Liên bang Thụy Sĩ, là một nước cộng hòa liên bang tại châu Âu.",đúng
Christian Vieri nhỏ tuổi hơn Art Garfunkel phải không?,"Christian Vieri (sinh 12 tháng 7 năm 1973 tại Bologna, Ý), biệt danh Bobo, là một cựu cầu thủ bóng đá người Ý, thi đấu ở vị trí tiền đạo trung tâm. Arthur Ira ""Art"" Garfunkel (sinh ngày 5 tháng 11 năm 1941) là một ca sĩ người Mỹ.",đúng
"Ca sĩ album ""I Am... Sasha Fierce"" bắt đầu nổi tiếng vào cuối những năm nào?","I Am...Sasha Fierce (Tôi là...Sasha Fierce) là album phòng thu thứ 3 của ca sĩ nhạc R&B, pop Beyoncé Knowles, được phát hành vào ngày 8 tháng 11, năm 2008, và đã tạo nên một cơn sốt âm nhạc trên toàn thế giới. Sinh ra và lớn lên tại Houston, Texas, cô biểu diễn trong nhiều cuộc thi ca hát và nhảy múa từ khi còn là một đứa trẻ và bắt đầu nổi tiếng vào cuối những năm 1990 khi là giọng ca chính của nhóm nhạc nữ Destiny's Child.",1990
Quê của Ngô Đình Diệm ở đâu,"Xã có các thôn : Thượng Phong , Đại Phong ( nổi tiếng với phong trào "" Gió Đại Phong "" trong thời kỳ bao cấp ) , là quê của tổng thống Ngô Đình Diệm .","Xã có các thôn : Thượng Phong , Đại Phong"
Quốc gia có tạp chí The New Yorker có thành phố lớn nhất là gì?,"The New Yorker (n.đ ""Người New York"") là một tạp chí Hoa Kỳ chuyên viết về phóng sự, bình luận, phê bình, tiểu luận, hư cấu, châm biếm, hoạt hình và thơ ca. Quốc gia này nằm tại Tây Bán cầu, lãnh thổ bao gồm 50 tiểu bang và 1 đặc khu liên bang (trong đó có 48 tiểu bang lục địa), thủ đô là Washington, D.C., thành phố lớn nhất là New York.",New York
Tỉnh lỵ của Bắc Giang là gì,"Từ năm 1962 , tỉnh Hà Bắc được thành lập trên cơ sở hợp nhất 2 tỉnh Bắc Giang và Bắc Ninh , thị xã Bắc Giang là thị xã tỉnh lỵ của tỉnh này .",thị xã Bắc Giang
Shiseido là mỹ phẩm của nước nào,Nhật bản,Nhật bản
"Nhóm nhạc của album ""Abbey Road"" có bao nhiêu thành viên?","Abbey Road là album thứ 11 của ban nhạc rock người Anh, The Beatles. Với 4 thành viên John Lennon, Paul McCartney, George Harrison và Ringo Starr, họ được coi là ban nhạc có ảnh hưởng nhất mọi thời đại.",4
Robert Mitchum nhỏ tuổi hơn Henry Fonda phải không?,"Robert Charles Durman Mitchum (6 tháng 8 năm 1917 - 1 tháng 7 năm 1997) là một diễn viên điện ảnh, đạo diễn, tác giả, nhà soạn nhạc, và ca sĩ người Mỹ. Henry Jaynes Fonda (16 tháng 5 năm 1905 – 12 tháng 8 năm 1982) là diễn viên điện ảnh và sân khấu Mỹ.Fonda là trưởng tộc của một gia đình của các diễn viên nổi tiếng, trong đó có con gái Jane Fonda, con trai Peter Fonda, cháu gái Bridget Fonda, và cháu trai Troy Garity.",đúng
Album có bài hát Pennyroyal Tea là album phòng thu thứ mấy của nhóm nhạc rock người Mỹ Nirvana?,"Đây là bài hát thứ chín trong album năm 1993 của họ, In Utero. In Utero là album phòng thu thứ ba và cuối cùng của ban nhạc rock người Mỹ Nirvana, được hãng đĩa DGC Records phát hành ngày 13 tháng 9 năm 1993.",ba
Tác giả của bộ truyện Doraemon,"Một trong những bộ truyện nổi tiếng nhất là Doraemon của tác giả Fujiko F. Fujio ( Hiroshi Fujimoto ) , mặc dù bộ truyện đã kết thúc nhưng vẫn có hàng triệu người yêu quý và đọc nó .",Fujiko F. Fujio
Florent Malouda nhỏ tuổi hơn Gary Pallister phải không?,"Florent Malouda (sinh ngày 13 tháng 6 năm 1980 tại Cayenne, Guyane) là một cựu cầu thủ bóng đá chuyên nghiệp Pháp. Gary Andrew Pallister (sinh ngày 30 tháng 6 năm 1965) là một cựu cầu thủ bóng đá chuyên nghiệp và chuyên gia truyền hình thể thao người Anh.",đúng
Con người sinh sống ở Nhật Bản từ thời kỳ nào,"Tuy vậy , phần lớn phát hiện về sơ kỳ đồ đá Nhật Bản bắt đầu sau năm 35.000 TCN , khiến cho niên đại này được phần lớn chấp nhận như là thời gian con người đã tiến tới Nhật Bản .",sơ kỳ đồ đá Nhật Bản bắt đầu sau năm 35.000 TCN
Ai cùng với Shimomura Osamu giành Giải Nobel Hóa học năm 2008 là nhà hóa học người Mỹ?,Ông cùng với Martin Chalfie và Roger Y. Tsien giành Giải Nobel Hóa học năm 2008 nhờ sự khám phá đầu tiên về GFP và một loạt các phát triển quan trọng dẫn tới việc sử dụng nó như một công cụ quan trọng trong sinh học. Martin Lee Chalfie (sinh 1947) là nhà hóa học người Mỹ.,Martin Chalfie
James Franco lớn tuổi hơn Angus Young phải không?,"Angus McKinnon Young (sinh ngày 31 tháng 3 năm 1955) là một tay guitar người Úc, được biết đến như là người đồng sáng lập, tay guitar chính, nhạc sĩ và là thành viên ngay từ ban đầu và duy nhất cho đến bây giờ của ban nhạc hard rock của Úc AC/DC. James Edward Franco (sinh ngày 19 tháng 4 năm 1978) là một diễn viên, đạo diễn, nhà biên kịch, nhà sản xuất phim, giáo viên, nhà văn và nhà thơ người Mỹ.",không
F. Murray Abraham lớn tuổi hơn Billie Joe Armstrong phải không?,"F. Murray Abraham (tên khai sinh Murray Abraham; sinh ngày 24 tháng 10 năm 1939) là một nam diễn viên người Mỹ. Billie Joe Armstrong (sinh 17 tháng 2 năm 1972) là một ca sĩ kiêm người viết nhạc, nhạc sĩ, tay guitar và chơi đa nhạc cụ.",đúng
Donald Trump nổi tiếng toàn nước Mỹ nhờ gì,"Ông nổi tiếng trên toàn nước Mỹ nhờ sự nghiệp , nỗ lực gây dựng thương hiệu , đời sống cá nhân , sự giàu có và bản tính thẳng thắn của mình .","sự nghiệp , nỗ lực gây dựng thương hiệu , đời sống cá nhân , sự giàu có và bản tính thẳng thắn"
Giải thưởng Theodore William Richards đã đoạt có tên tiếng Thụy Điển là Nobelpriset i kemi phải không?,Theodore William Richards đã đoạt Giải Nobel hóa học. Giải Nobel Hoá học (tiếng Thụy Điển: Nobelpriset i kemi) được trao hàng năm bởi Viện hàn lâm khoa học Thụy Điển cho các nhà khoa học trong lĩnh vực hoá học.,đúng
Hãng thu âm ký hợp đồng với Natalie Imbruglia sau khi cô rời chương trình Neighbours có tên gốc The Victor Talking Machine Company phải không?,"3 năm sau khi rời chương trình, cô ký hợp đồng thu âm cùng hãng RCA Records và khởi nghiệp ca hát bằng album đầu tay Left of the Middle (1997). RCA Records (tên gốc là The Victor Talking Machine Company, rồi đổi thành RCA Victor) là một trong những nhãn hiệu hàng đầu của Sony Music Entertainment.",đúng
Người được nhóm nhạc Manic Street Preachers kết nạp thêm sinh năm nào?,"Sau khi phát hành đĩa đơn đầu tay ""Suicide Alley"", ban nhạc kết nạp thêm Richey Edwards đảm nhận vai trò đồng viết ca từ và guitar rhythm. Richard James ""Richey"" Edwards (sinh ngày 22 tháng 12 năm 1967 – mất tích ngày 1 tháng 2 năm 1995), còn có tên là Richey James hay Richey Manic, là một nhạc công người xứ Wales, người viết lời kiêm chơi rhythm guitar của ban nhạc alternative rock Manic Street Preachers.",1967
Walter Houser Brattain cùng với John Bardeen giành giải Nobel lần thứ nhất vào năm 1956 làm việc ở Bell Labs phải không?,"John Bardeen (23 tháng 5 năm 1908 - 30 tháng 1 năm 1991) là một nhà vật lý và kĩ sư điện người Mỹ, ông là người đã hai lần giành được giải Nobel: lần thứ nhất là vào năm 1956 cho công trình phát minh ra transistor cùng với William Shockley và Walter Brattain, lần thứ hai vào năm 1972 với công trình về lý thuyết siêu dẫn đối lưu (Lý thuyết BCS) cùng với hai nhà khoa học khác là Leon Neil Cooper và John Robert Schrieffer. Walter Houser Brattain (10.2.1902– 13.10.1987) là nhà vật lý học người Mỹ làm việc ở Bell Labs, đã cùng với John Bardeen và William Shockley phát minh ra transistor.",đúng
